ID,Result,Timestamp
0,B,2025-07-09T13:40:27.269451
1,B,2025-07-09T13:40:28.990835
2,B,2025-07-09T13:40:30.698628
3,S,2025-07-09T13:40:32.760493
4,S,2025-07-09T13:40:34.281806
5,B,2025-07-09T13:40:35.660553
6,B,2025-07-09T13:40:37.364909
7,B,2025-07-09T13:40:39.164220
8,B,2025-07-09T13:40:41.422114
9,B,2025-07-09T13:40:43.348765
10,B,2025-07-09T13:40:44.965304
11,B,2025-07-09T13:40:46.421094
12,B,2025-07-09T13:40:48.184340
13,B,2025-07-09T13:40:49.749874
14,B,2025-07-09T13:40:51.428407
15,B,2025-07-09T13:40:53.299445
16,B,2025-07-09T13:40:55.027410
17,B,2025-07-09T13:40:56.748117
18,B,2025-07-09T13:40:58.365554
19,B,2025-07-09T13:40:59.945135
20,B,2025-07-09T13:41:01.749367
21,B,2025-07-09T13:41:03.316800
22,B,2025-07-09T13:41:04.979564
23,B,2025-07-09T13:41:06.516320
24,B,2025-07-09T13:41:08.264156
25,B,2025-07-09T13:41:10.195017
26,S,2025-07-09T13:41:12.240093
27,B,2025-07-09T13:41:13.676526
28,B,2025-07-09T13:41:15.536658
29,B,2025-07-09T13:41:16.901494
30,B,2025-07-09T13:41:18.369072
31,B,2025-07-09T13:41:19.948105
32,B,2025-07-09T13:41:21.537715
33,B,2025-07-09T13:41:23.182327
34,B,2025-07-09T13:41:24.954367
35,B,2025-07-09T13:41:26.706404
36,B,2025-07-09T13:41:28.531591
37,B,2025-07-09T13:41:29.842417
38,B,2025-07-09T13:41:31.323931
39,B,2025-07-09T13:41:33.029671
40,B,2025-07-09T13:41:34.540770
41,B,2025-07-09T13:41:36.151133
42,B,2025-07-09T13:41:37.772057
43,B,2025-07-09T13:41:39.472542
44,B,2025-07-09T13:41:40.924140
45,B,2025-07-09T13:41:42.205413
46,B,2025-07-09T13:41:43.619731
47,B,2025-07-09T13:41:45.029245
48,B,2025-07-09T13:41:46.726008
49,B,2025-07-09T13:41:48.325440
50,S,2025-07-09T13:41:50.794281
51,B,2025-07-09T13:41:52.584060
52,B,2025-07-09T13:41:53.956380
53,S,2025-07-09T13:41:55.819624
54,B,2025-07-09T13:41:57.309105
55,B,2025-07-09T13:41:58.845727
56,B,2025-07-09T13:42:00.547402
57,B,2025-07-09T13:42:02.068944
58,B,2025-07-09T13:42:03.511805
59,B,2025-07-09T13:42:05.048982
60,B,2025-07-09T13:42:07.466341
61,B,2025-07-09T13:42:09.719399
62,B,2025-07-09T13:42:11.781279
63,B,2025-07-09T13:42:13.721567
64,B,2025-07-09T13:42:15.488957
65,B,2025-07-09T13:42:16.955058
66,B,2025-07-09T13:42:18.527305
67,B,2025-07-09T13:42:20.141105
68,B,2025-07-09T13:42:21.961758
69,B,2025-07-09T13:42:23.482742
70,B,2025-07-09T13:42:24.895077
71,B,2025-07-09T13:42:26.457157
72,B,2025-07-09T13:42:28.113729
73,B,2025-07-09T13:42:29.601777
74,B,2025-07-09T13:42:31.132321
75,B,2025-07-09T13:42:32.593275
76,B,2025-07-09T13:42:34.355296
77,B,2025-07-09T13:42:35.932053
78,B,2025-07-09T13:42:37.597552
79,B,2025-07-09T13:42:39.175161
80,B,2025-07-09T13:42:40.752860
81,B,2025-07-09T13:42:43.778127
82,B,2025-07-09T13:42:45.860015
83,B,2025-07-09T13:42:47.356418
84,B,2025-07-09T13:42:48.993395
85,B,2025-07-09T13:42:50.897748
86,B,2025-07-09T13:42:52.796599
87,B,2025-07-09T13:42:54.655967
88,B,2025-07-09T13:42:56.148806
89,S,2025-07-09T13:42:58.015775
90,B,2025-07-09T13:42:59.983053
91,B,2025-07-09T13:43:01.265687
92,B,2025-07-09T13:43:02.857079
93,B,2025-07-09T13:43:05.130851
94,B,2025-07-09T13:43:06.915585
95,B,2025-07-09T13:43:08.625500
96,B,2025-07-09T13:43:10.243876
97,S,2025-07-09T13:43:12.363811
98,B,2025-07-09T13:43:14.479057
99,B,2025-07-09T13:43:16.281872
100,B,2025-07-09T13:43:17.736810
101,B,2025-07-09T13:43:19.566405
102,B,2025-07-09T13:43:21.240853
103,B,2025-07-09T13:43:22.978641
104,B,2025-07-09T13:43:24.609683
105,S,2025-07-09T13:43:26.396040
106,B,2025-07-09T13:43:28.103130
107,B,2025-07-09T13:43:30.008008
108,B,2025-07-09T13:43:32.049703
109,B,2025-07-09T13:43:33.929287
110,B,2025-07-09T13:43:35.540141
111,B,2025-07-09T13:43:37.134928
112,B,2025-07-09T13:43:39.111651
113,B,2025-07-09T13:43:40.930882
114,B,2025-07-09T13:43:42.319100
115,B,2025-07-09T13:43:43.881240
116,S,2025-07-09T13:43:45.802562
117,B,2025-07-09T13:43:47.258512
118,B,2025-07-09T13:43:49.065153
119,B,2025-07-09T13:43:50.798403
120,B,2025-07-09T13:43:52.614248
121,B,2025-07-09T13:43:54.943082
122,B,2025-07-09T13:43:56.510733
123,B,2025-07-09T13:43:57.864608
124,B,2025-07-09T13:44:00.135133
125,B,2025-07-09T13:44:02.637531
126,S,2025-07-09T13:44:04.825718
127,S,2025-07-09T13:44:06.577938
128,B,2025-07-09T13:44:08.188812
129,B,2025-07-09T13:44:09.727116
130,B,2025-07-09T13:44:11.622476
131,B,2025-07-09T13:44:13.251414
132,S,2025-07-09T13:44:15.104219
133,B,2025-07-09T13:44:16.634878
134,B,2025-07-09T13:44:18.134468
135,B,2025-07-09T13:44:20.248983
136,B,2025-07-09T13:44:22.175501
137,B,2025-07-09T13:44:24.011658
138,B,2025-07-09T13:44:25.683514
139,B,2025-07-09T13:44:27.191466
140,S,2025-07-09T13:44:29.509086
141,S,2025-07-09T13:44:31.407956
142,B,2025-07-09T13:44:32.909667
143,B,2025-07-09T13:44:34.374357
144,B,2025-07-09T13:44:36.177148
145,B,2025-07-09T13:44:37.930997
146,B,2025-07-09T13:44:39.852231
147,S,2025-07-09T13:44:42.354971
148,B,2025-07-09T13:44:43.606987
149,B,2025-07-09T13:44:45.285640
150,B,2025-07-09T13:44:47.774505
151,B,2025-07-09T13:44:49.783822
152,B,2025-07-09T13:44:51.555456
153,B,2025-07-09T13:44:53.378625
154,B,2025-07-09T13:44:54.759626
155,B,2025-07-09T13:44:57.899851
156,B,2025-07-09T13:44:59.369482
157,S,2025-07-09T13:45:01.452354
158,B,2025-07-09T13:45:03.055724
159,B,2025-07-09T13:45:04.718732
160,B,2025-07-09T13:45:06.539646
161,B,2025-07-09T13:45:08.770519
162,B,2025-07-09T13:45:11.179905
163,B,2025-07-09T13:45:13.699833
164,B,2025-07-09T13:45:15.850006
165,B,2025-07-09T13:45:17.553294
166,B,2025-07-09T13:45:19.204394
167,B,2025-07-09T13:45:20.862447
168,B,2025-07-09T13:45:22.402389
169,B,2025-07-09T13:45:23.869341
170,B,2025-07-09T13:45:25.317597
171,B,2025-07-09T13:45:27.117174
172,B,2025-07-09T13:45:28.774014
173,B,2025-07-09T13:45:30.399280
174,B,2025-07-09T13:45:32.476205
175,S,2025-07-09T13:45:34.530558
176,B,2025-07-09T13:45:36.131233
177,S,2025-07-09T13:45:38.240423
178,B,2025-07-09T13:45:39.899505
179,B,2025-07-09T13:45:41.561475
180,S,2025-07-09T13:45:43.505808
181,B,2025-07-09T13:45:45.188729
182,B,2025-07-09T13:45:46.821666
183,B,2025-07-09T13:45:48.510121
184,S,2025-07-09T13:45:50.598080
185,B,2025-07-09T13:45:52.151744
186,B,2025-07-09T13:45:53.701168
187,B,2025-07-09T13:45:55.324954
188,B,2025-07-09T13:45:57.095064
189,B,2025-07-09T13:45:59.110101
190,B,2025-07-09T13:46:00.512327
191,B,2025-07-09T13:46:02.185074
192,B,2025-07-09T13:46:04.637360
193,B,2025-07-09T13:46:06.330473
194,B,2025-07-09T13:46:11.424834
195,B,2025-07-09T13:46:12.928616
196,B,2025-07-09T13:46:14.635282
197,B,2025-07-09T13:46:16.203113
198,B,2025-07-09T13:46:18.252750
199,B,2025-07-09T13:46:20.935230
